full_date,year,month,quarter,warehouse_name,city,region,product_name,category,units_sold,revenue,co2_kg,energy_kwh,waste_kg
2025-11-13,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,56,6869.52,0.0,70.862,0.0
2025-11-13,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,127,1315.72,10.3316,70.862,14.61
2025-11-13,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,185,13388.45,36.799,70.862,14.47
2025-11-13,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,188,13985.32,1.6896,70.862,6.0
2025-11-13,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,26,2829.58,198.5939,70.862,19.79
2025-11-13,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,44,502.92,9.1901,127.438,7.52
2025-11-13,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,174,5287.86,3.5165,127.438,4.22
2025-11-13,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,36,4207.32,41.4849,127.438,18.08
2025-11-13,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,198,22714.56,0.5518,127.438,2.02
2025-11-13,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,149,8059.41,50.2154,127.438,5.38
2025-11-14,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,173,11054.7,13.8511,36.904,14.12
2025-11-14,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,183,5160.6,13.6243,36.904,14.67
2025-11-14,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,121,5422.01,18.7226,36.904,8.59
2025-11-14,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,24,381.12,2.5527,36.904,8.0
2025-11-14,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,141,17083.56,152.8073,36.904,17.71
2025-11-14,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,186,12902.82,11.9037,77.29,10.07
2025-11-14,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,100,9415.0,12.2041,77.29,15.95
2025-11-14,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,88,6130.08,13.2505,77.29,4.43
2025-11-14,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,193,12890.47,3.3136,77.29,12.29
2025-11-14,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,124,1381.36,130.0076,77.29,13.1
2025-11-14,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,56,4709.04,19.1911,88.94,18.12
2025-11-14,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,93,9377.19,4.6174,88.94,6.55
2025-11-14,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,31,3423.33,19.9904,88.94,6.87
2025-11-14,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,30,2023.2,0.8764,88.94,3.02
2025-11-14,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,92,1828.96,149.0419,88.94,16.45
2025-11-14,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,57,4386.15,20.7686,72.344,16.62
2025-11-14,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,142,6201.14,8.4283,72.344,10.73
2025-11-14,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,112,12631.36,22.7295,72.344,9.76
2025-11-14,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,108,5849.28,1.6781,72.344,6.44
2025-11-14,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,137,7982.99,148.207,72.344,18.27
2025-11-15,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,64,9566.08,3.2391,84.034,2.38
2025-11-15,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,135,4594.05,10.6835,84.034,12.72
2025-11-15,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,153,3378.24,8.8706,84.034,4.4
2025-11-15,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,76,8138.84,5.3063,84.034,16.5
2025-11-15,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,83,8767.29,11.6178,84.034,1.36
2025-11-15,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,73,10532.44,13.6748,114.1,10.7
2025-11-15,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,137,10969.59,5.5378,114.1,7.86
2025-11-15,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,145,8440.45,19.7975,114.1,9.09
2025-11-15,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,90,8927.1,3.1884,114.1,10.88
2025-11-15,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,16,1786.72,116.0014,114.1,13.96
2025-11-15,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,183,12853.92,10.5898,126.0,9.68
2025-11-15,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,29,2558.38,0.0,126.0,0.0
2025-11-15,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,108,15408.36,8.4381,126.0,3.16
2025-11-15,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,18,1669.32,0.6728,126.0,2.11
2025-11-15,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,104,6129.76,91.3481,126.0,12.34
2025-11-15,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,122,1226.1,4.4557,135.438,4.54
2025-11-15,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,175,10171.0,2.7975,135.438,4.29
2025-11-15,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,17,436.9,32.5821,135.438,15.36
2025-11-15,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,165,17047.8,3.4488,135.438,10.34
2025-11-15,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,27,1058.94,114.4244,135.438,13.67
2025-11-16,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,32,464.96,16.1987,116.854,15.14
2025-11-16,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,194,14435.54,13.9171,116.854,16.13
2025-11-16,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,129,15677.37,37.5844,116.854,17.61
2025-11-16,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,151,3596.82,0.4255,116.854,1.27
2025-11-16,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,111,16643.34,31.4972,116.854,4.51
2025-11-16,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,45,1769.85,9.5414,149.412,8.86
2025-11-16,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,151,13284.98,4.4826,149.412,5.14
2025-11-16,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,102,8034.54,37.4762,149.412,14.97
2025-11-16,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,41,6061.44,0.3013,149.412,0.91
2025-11-16,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,136,1198.16,76.5904,149.412,10.23
2025-11-16,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,86,11046.7,15.91,97.452,15.54
2025-11-16,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,189,18421.83,0.7828,97.452,0.84
2025-11-16,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,191,2754.22,47.4789,97.452,18.48
2025-11-16,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,148,6970.8,2.1531,97.452,6.82
2025-11-16,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,192,20714.88,140.8426,97.452,13.91
2025-11-16,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,192,13351.68,6.1112,154.94,4.79
2025-11-16,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,91,9267.44,9.7992,154.94,10.24
2025-11-16,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,44,5661.04,19.7345,154.94,8.84
2025-11-16,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,125,3755.0,0.0,154.94,0.0
2025-11-16,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,32,3920.64,13.3424,154.94,1.36
2025-11-17,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,33,2569.71,4.1237,75.702,2.93
2025-11-17,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,158,4322.88,12.083,75.702,14.33
2025-11-17,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,80,1852.0,22.486,75.702,8.2
2025-11-17,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,87,8185.83,4.9113,75.702,19.76
2025-11-17,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,53,4812.93,180.5316,75.702,19.16
2025-11-17,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,142,19135.92,13.6466,105.26,11.46
2025-11-17,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,172,24711.24,11.1989,105.26,14.74
2025-11-17,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,52,1481.48,41.8182,105.26,18.18
2025-11-17,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,191,7198.79,1.1226,105.26,3.93
2025-11-17,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,30,1240.2,0.0,105.26,0.0
2025-11-17,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,43,2912.39,8.5712,65.058,7.51
2025-11-17,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,142,3860.98,8.7498,65.058,9.9
2025-11-17,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,151,14763.27,28.3512,65.058,12.31
2025-11-17,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,56,6514.48,1.5217,65.058,4.43
2025-11-17,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,24,3013.2,102.428,65.058,12.38
2025-11-17,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,91,8930.74,19.1811,34.498,18.8
2025-11-17,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,142,7802.9,6.6552,34.498,9.61
2025-11-17,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,115,13400.95,23.2984,34.498,10.67
2025-11-17,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,157,2463.33,3.5763,34.498,10.09
2025-11-17,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,125,9068.75,119.9929,34.498,16.01
2025-11-18,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,193,9900.9,12.7099,97.502,9.09
2025-11-18,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,43,4957.9,0.7723,97.502,1.08
2025-11-18,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,62,3368.46,25.5773,97.502,11.56
2025-11-18,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,46,2314.72,4.2821,97.502,16.28
2025-11-18,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,98,14350.14,14.6083,97.502,2.06
2025-11-18,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,126,1963.08,3.182,96.692,2.39
2025-11-18,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,116,8725.52,2.4825,96.692,3.12
2025-11-18,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,133,5387.83,37.1666,96.692,16.38
2025-11-18,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,185,11817.8,3.4021,96.692,14.13
2025-11-18,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,25,698.0,50.5832,96.692,6.12
2025-11-18,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,173,1624.47,16.7923,144.102,13.99
2025-11-18,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,174,25005.54,11.7782,144.102,17.45
2025-11-18,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,77,7654.57,21.6215,144.102,7.99
2025-11-18,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,156,10203.96,6.295,144.102,18.24
2025-11-18,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,170,14298.7,110.8938,144.102,11.93
2025-11-18,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,154,1689.38,13.8977,132.672,13.48
2025-11-18,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,174,20323.2,2.4723,132.672,3.65
2025-11-18,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,178,17007.9,19.4166,132.672,8.01
2025-11-18,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,164,8847.8,5.2338,132.672,18.47
2025-11-18,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,17,285.26,25.7509,132.672,3.37
2025-11-19,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,82,6294.32,14.1117,119.45,14.47
2025-11-19,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,83,6874.06,17.0022,119.45,17.98
2025-11-19,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,71,2570.2,29.7004,119.45,14.14
2025-11-19,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,100,1206.0,4.9522,119.45,14.38
2025-11-19,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,177,18146.04,170.4358,119.45,16.73
2025-11-19,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,88,6786.56,25.489,44.894,19.41
2025-11-19,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,139,9910.7,17.7053,44.894,18.81
2025-11-19,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,137,20470.54,0.0,44.894,0.0
2025-11-19,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,129,9974.28,5.2584,44.894,18.87
2025-11-19,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,33,4687.98,92.6673,44.894,9.95
2025-11-19,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,50,6147.5,11.3508,38.574,8.34
2025-11-19,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,58,6707.7,4.1977,38.574,5.35
2025-11-19,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,108,14072.4,18.0845,38.574,7.54
2025-11-19,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,117,4797.0,0.0,38.574,0.0
2025-11-19,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,157,17200.92,24.952,38.574,2.9
2025-11-19,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,41,1794.98,9.4714,120.014,7.83
2025-11-19,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,22,1035.76,10.347,120.014,13.8
2025-11-19,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,141,12188.04,1.5636,120.014,0.69
2025-11-19,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,91,3644.55,3.8934,120.014,15.89
2025-11-19,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,73,1856.39,93.5475,120.014,9.98
2025-11-20,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,131,10519.3,23.1559,34.906,17.06
2025-11-20,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,141,3563.07,9.8423,34.906,11.69
2025-11-20,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,21,223.44,18.7555,34.906,6.66
2025-11-20,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,192,10231.68,3.5458,34.906,13.76
2025-11-20,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,48,4459.68,94.1548,34.906,10.3
2025-11-20,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,103,11790.41,4.8145,142.846,4.2
2025-11-20,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,112,8681.12,0.0,142.846,0.0
2025-11-20,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,34,2112.08,48.5495,142.846,18.87
2025-11-20,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,96,8245.44,2.5979,142.846,7.91
2025-11-20,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,60,5541.6,160.1043,142.846,16.05
2025-11-20,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,150,6834.0,18.6496,114.394,14.64
2025-11-20,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,40,946.4,1.9995,114.394,2.67
2025-11-20,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,151,7074.35,15.5444,114.394,6.99
2025-11-20,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,108,8436.96,0.4949,114.394,1.76
2025-11-20,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,169,17518.54,68.4929,114.394,9.02
2025-11-20,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,113,6560.78,7.8598,101.592,6.87
2025-11-20,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,153,5084.19,15.5822,101.592,18.49
2025-11-20,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,37,2496.76,11.3948,101.592,5.25
2025-11-20,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,77,8507.73,0.9196,101.592,2.56
2025-11-20,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,112,1391.04,135.3737,101.592,13.49
2025-11-21,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,171,18736.47,12.6491,95.764,12.13
2025-11-21,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,184,7382.08,12.5394,95.764,16.45
2025-11-21,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,194,2415.3,17.2801,95.764,7.1
2025-11-21,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,132,3923.04,1.3425,95.764,5.28
2025-11-21,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,107,2828.01,180.0664,95.764,19.83
2025-11-21,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,131,5698.5,21.7058,28.684,15.82
2025-11-21,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,158,14024.08,9.1792,28.684,9.74
2025-11-21,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,195,25632.75,39.7758,28.684,18.0
2025-11-21,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,171,1515.06,3.7418,28.684,13.2
2025-11-21,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,177,20978.04,101.3644,28.684,13.75
2025-11-21,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,104,5515.12,11.2651,157.694,11.19
2025-11-21,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,159,7887.99,10.9436,157.694,13.27
2025-11-21,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,191,16544.42,22.849,157.694,9.73
2025-11-21,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,131,16149.68,4.0179,157.694,14.67
2025-11-21,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,38,5589.42,121.3823,157.694,17.38
2025-11-21,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,199,25308.82,20.8363,27.924,14.85
2025-11-21,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,140,11506.6,2.3288,27.924,3.6
2025-11-21,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,166,8497.54,39.838,27.924,19.35
2025-11-21,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,110,16350.4,4.9488,27.924,14.48
2025-11-21,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,161,8656.97,114.7528,27.924,14.68
2025-11-22,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,73,3318.58,13.1714,117.012,13.42
2025-11-22,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,86,10046.52,8.7744,117.012,12.04
2025-11-22,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,187,8102.71,8.0441,117.012,3.23
2025-11-22,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,133,4373.04,6.236,117.012,19.94
2025-11-22,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,86,3234.46,129.4703,117.012,17.19
2025-11-22,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,146,7977.44,3.2327,91.53,2.93
2025-11-22,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,194,20119.74,17.6043,91.53,18.94
2025-11-22,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,106,5351.94,13.5195,91.53,6.63
2025-11-22,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,54,3869.1,0.5985,91.53,2.21
2025-11-22,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,100,10300.0,176.6879,91.53,19.55
2025-11-22,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,190,4753.8,20.4987,51.404,16.82
2025-11-22,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,179,13310.44,0.0,51.404,0.0
2025-11-22,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,166,22987.68,26.4105,51.404,10.98
2025-11-22,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,198,21873.06,5.4912,51.404,16.44
2025-11-22,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,63,5438.79,114.0067,51.404,15.19
2025-11-22,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,122,6159.78,12.7359,106.256,9.85
2025-11-22,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,62,3999.0,2.1876,106.256,2.94
2025-11-22,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,156,22228.44,1.5451,106.256,0.73
2025-11-22,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,38,1241.08,4.8646,106.256,18.22
2025-11-22,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,48,3114.24,81.4968,106.256,7.99
2025-11-23,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,145,5469.4,12.5921,82.028,11.57
2025-11-23,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,115,6082.35,7.3598,82.028,9.43
2025-11-23,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,199,17927.91,42.5269,82.028,17.7
2025-11-23,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,72,889.92,4.5224,82.028,13.89
2025-11-23,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,69,870.09,72.9046,82.028,7.72
2025-11-23,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,147,6513.57,12.7719,48.432,11.66
2025-11-23,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,45,937.8,13.8989,48.432,16.22
2025-11-23,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,123,12314.76,33.4664,48.432,15.76
2025-11-23,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,132,4755.96,4.0351,48.432,11.98
2025-11-23,2025,11,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,153,16208.82,11.3489,48.432,1.44
2025-11-23,2025,11,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,47,2214.64,9.4255,155.216,8.43
2025-11-23,2025,11,4,Portland DC,Portland,West,Compostable Packaging,Packaging,30,1656.6,2.2978,155.216,2.41
2025-11-23,2025,11,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,149,8948.94,18.5945,155.216,6.67
2025-11-23,2025,11,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,111,13726.26,1.452,155.216,5.33
2025-11-23,2025,11,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,83,11912.16,114.3522,155.216,15.67
2025-11-23,2025,11,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,132,7336.56,3.4802,78.32,3.29
2025-11-23,2025,11,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,41,3614.15,10.552,78.32,13.13
2025-11-23,2025,11,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,190,6661.4,25.3648,78.32,11.22
2025-11-23,2025,11,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,190,14422.9,3.3181,78.32,9.39
2025-11-23,2025,11,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,194,8662.1,115.585,78.32,12.85
2025-11-24,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,84,11098.92,26.0105,30.426,18.5
2025-11-24,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,164,3371.84,1.0399,30.426,1.62
2025-11-24,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,111,13236.75,48.8399,30.426,17.09
